tid,boss,start_codon_x,start_codon_y,ORF_range_x,ORF_type_x,start_rprofile_x,ORF_range_y,ORF_type_y,start_rprofile_y,tab,odds_ratio,statistical test,result
AT3G05690.1,mORF,ATG,ATG,"[137, 227]",uORF,"[0.0, 0.0, 0.0]","[329, 1217]",mORF,"[1.88429, 0.0, 0.0]","[array([[ 18,  12,   1],
       [538,  31,   8]]), array([[ 18,  14],
       [538,  39]])]",0.09398547437989165,ChiSquare,"ChiSquareResult(statistic=28.813103652297606, adjusted_pvalue=2.445073972203839e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-6.82232937,  7.05325189,  0.82612215],
       [ 6.82232937, -7.05325189, -0.82612215]]), adjusted_posthoc_pvalues=[4.3821755944817866e-11, 4.3821755944817866e-11])"
AT3G05840.1,mORF,ATG,ATG,"[310, 331]",uORF,"[19.9215, 0.92658, 0.0]","[478, 1708]",mORF,"[0.0, 0.0, 0.0]","[array([[  31,   12,    4],
       [7827,  442,   51]]), array([[  31,   16],
       [7827,  494]])]",0.12235738891544932,ChiSquare,"ChiSquareResult(statistic=36.221583223452456, adjusted_pvalue=7.576627857115054e-08, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-8.04175194,  6.10190654,  6.68127983],
       [ 8.04175194, -6.10190654, -6.68127983]]), adjusted_posthoc_pvalues=[5.8919347075515945e-15, 5.8919347075515945e-15])"
AT3G05840.2,mORF,ATG,ATG,"[67, 88]",uORF,"[23.0785, 1.07342, 0.0]","[206, 1436]",mORF,"[0.0, 0.0, 0.0]","[array([[  37,   13,    4],
       [9068,  512,   59]]), array([[  37,   18],
       [9068,  572]])]",0.12972547177894844,ChiSquare,"ChiSquareResult(statistic=35.33888908901589, adjusted_pvalue=1.1459332739436371e-07, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-7.84574023,  6.07451425,  6.19680568],
       [ 7.84574023, -6.07451425, -6.19680568]]), adjusted_posthoc_pvalues=[2.683555604032549e-14, 2.683555604032549e-14])"
AT3G05910.1,mORF,ATG,ATG,"[247, 274]",uORF,"[21.0, 0.0, 0.0]","[603, 1851]",mORF,"[7.0, 0.0, 0.0]","[array([[   28,     9,     0],
       [18835,   880,   145]]), array([[   28,     9],
       [18835,  1025]])]",0.1693396995095297,ChiSquare,"ChiSquareResult(statistic=17.946346219845196, adjusted_pvalue=0.0003767282925585266, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-5.24670424,  5.85156699, -0.52165515],
       [ 5.24670424, -5.85156699,  0.52165515]]), adjusted_posthoc_pvalues=[5.210112737160674e-07, 5.210112737160674e-07])"
AT3G06040.1,mORF,ATG,ATG,"[190, 199]",uORF,"[7.90111, 2.96292, 0.0]","[240, 801]",mORF,"[26.8784, 5.18706, 0.0]","[array([[  80,   37,   13],
       [2352,   83,   26]]), array([[  80,   51],
       [2352,  110]])]",0.07354855395537749,ChiSquare,"ChiSquareResult(statistic=129.7937863651898, adjusted_pvalue=1.8983905482500552e-27, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-15.75701644,  13.26527505,   8.16200732],
       [ 15.75701644, -13.26527505,  -8.16200732]]), adjusted_posthoc_pvalues=[2.4404888692843607e-54, 2.4404888692843607e-54])"
AT3G06070.1,mORF,ATG,ATG,"[241, 328]",uORF,"[0.0, 0.0, 0.0]","[344, 800]",mORF,"[22.0, 0.0, 0.0]","[array([[  13,    0,    6],
       [3265,  135,   38]]), array([[  13,    6],
       [3265,  173]])]",0.11498464466115038,ChiSquare,"ChiSquareResult(statistic=30.856219515742726, adjusted_pvalue=9.423495816421931e-07, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ -5.20790557,  -0.88113129,  11.81706081],
       [  5.20790557,   0.88113129, -11.81706081]]), adjusted_posthoc_pvalues=[6.365707976346147e-07, 6.365707976346147e-07])"
AT3G06380.1,mORF,ATG,ATG,"[226, 289]",uORF,"[14.2282, 0.0, 0.0]","[311, 1454]",mORF,"[16.0, 0.0, 0.0]","[array([[  47,   20,    2],
       [1055,   52,    8]]), array([[  47,   23],
       [1055,   61]])]",0.11859745120409756,ChiSquare,"ChiSquareResult(statistic=42.569236422352596, adjusted_pvalue=3.7202093496747746e-09, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-8.41459803,  8.20380708,  1.92119647],
       [ 8.41459803, -8.20380708, -1.92119647]]), adjusted_posthoc_pvalues=[2.856401785006554e-16, 2.856401785006554e-16])"
AT3G06440.1,mORF,ATG,ATG,"[91, 124]",uORF,"[0.0, 0.0, 0.0]","[137, 1997]",mORF,"[1.64788, 0.0, 0.0]","[array([[   7,    3,    4],
       [1048,   68,    2]]), array([[   7,    8],
       [1048,   70]])]",0.058842681470126584,ChiSquare,"ChiSquareResult(statistic=34.1584419870822, adjusted_pvalue=2.0065117445362506e-07, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ -6.45956981,   2.35355543,  14.54010436],
       [  6.45956981,  -2.35355543, -14.54010436]]), adjusted_posthoc_pvalues=[4.648707914887917e-10, 4.648707914887917e-10])"
AT3G06483.1,mORF,ATG,ATG,"[170, 251]",uORF,"[0.0, 0.0, 0.0]","[283, 1384]",mORF,"[30.0, 1.0, 0.0]","[array([[ 146,    7,   10],
       [5153,  174,   38]]), array([[ 146,   17],
       [5153,  212]])]",0.3534339108460371,ChiSquare,"ChiSquareResult(statistic=24.8191737176789, adjusted_pvalue=1.5419292735889897e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-4.0886779 ,  0.74296479,  7.35674298],
       [ 4.0886779 , -0.74296479, -7.35674298]]), adjusted_posthoc_pvalues=[0.0001138024202398377, 0.0001138024202398377])"
AT3G06660.1,mORF,ATG,ATG,"[15, 336]",uORF,"[0.0, 0.0, 0.0]","[427, 1711]",mORF,"[0.0, 0.0, 0.0]","[array([[  11,    2,    6],
       [1592,   65,   17]]), array([[  11,    8],
       [1592,   82]])]",0.07114267282773742,ChiSquare,"ChiSquareResult(statistic=32.48826775392027, adjusted_pvalue=4.3796668985502995e-07, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ -7.18815612,   1.47698395,  11.4436019 ],
       [  7.18815612,  -1.47698395, -11.4436019 ]]), adjusted_posthoc_pvalues=[3.504632996676197e-12, 3.504632996676197e-12])"
AT3G06670.1,mORF,ATG,ATG,"[94, 112]",uORF,"[5.0, 0.0, 0.0]","[300, 2898]",mORF,"[16.0, 0.0, 0.0]","[array([[  38,   34,    0],
       [8485,  312,   74]]), array([[  38,   34],
       [8485,  386]])]",0.050900386177494795,ChiSquare,"ChiSquareResult(statistic=128.25834270322252, adjusted_pvalue=3.9745353165552926e-27, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-17.12523447,  19.15204692,  -0.77821591],
       [ 17.12523447, -19.15204692,   0.77821591]]), adjusted_posthoc_pvalues=[4.8729070907404583e-64, 4.8729070907404583e-64])"
AT3G06868.1,mORF,ATG,ATG,"[54, 63]",uORF,"[2.0, 0.0, 0.0]","[142, 1252]",mORF,"[0.0, 0.0, 0.0]","[array([[  26,    6,    0],
       [1573,   55,   10]]), array([[  26,    6],
       [1573,   65]])]",0.1794573531559578,ChiSquare,"ChiSquareResult(statistic=11.509118004019136, adjusted_pvalue=0.007353694077688298, adjusted_bootstrap_pvalue=0.040866422689844466, adjusted_residuals=array([[-4.1045212 ,  4.59673267, -0.44332501],
       [ 4.1045212 , -4.59673267,  0.44332501]]), adjusted_posthoc_pvalues=[0.00010672902851115165, 0.00010672902851115165])"
AT3G06980.1,mORF,ATG,ATG,"[17, 59]",uORF,"[0.0, 0.0, 0.0]","[99, 2445]",mORF,"[2.0, 0.0, 0.0]","[array([[   13,     5,     1],
       [19090,  1058,   181]]), array([[   13,     6],
       [19090,  1239]])]",0.14065406048287504,ChiSquare,"ChiSquareResult(statistic=11.50844892583489, adjusted_pvalue=0.007353694077688298, adjusted_bootstrap_pvalue=0.028306083650190116, adjusted_residuals=array([[-4.63266946,  4.13367461,  2.02353225],
       [ 4.63266946, -4.13367461, -2.02353225]]), adjusted_posthoc_pvalues=[1.050760677627535e-05, 1.050760677627535e-05])"
AT3G07000.1,mORF,ATG,ATG,"[29, 65]",uORF,"[2.0, 0.0, 0.0]","[98, 1823]",mORF,"[4.0, 0.0, 0.0]","[array([[  15,    2,    4],
       [1056,   85,    4]]), array([[  15,    6],
       [1056,   89]])]",0.21120901291588562,ChiSquare,"ChiSquareResult(statistic=22.352664092412365, adjusted_pvalue=4.8492966146437114e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ -3.45252793,   0.36295929,  10.28641197],
       [  3.45252793,  -0.36295929, -10.28641197]]), adjusted_posthoc_pvalues=[0.0012614423534121624, 0.0012614423534121624])"
AT3G07080.1,mORF,ATG,ATG,"[259, 310]",uORF,"[20.0, 0.0, 0.0]","[358, 1675]",mORF,"[0.0, 0.0, 0.0]","[array([[ 44,  21,   6],
       [946,  32,  11]]), array([[ 44,  27],
       [946,  43]])]",0.07450672910047479,ChiSquare,"ChiSquareResult(statistic=67.75684047306103, adjusted_pvalue=2.183135211552422e-14, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-11.03799366,   9.83726202,   4.75465643],
       [ 11.03799366,  -9.83726202,  -4.75465643]]), adjusted_posthoc_pvalues=[3.342894275383197e-27, 3.342894275383197e-27])"
AT3G07100.1,mORF,ATG,ATG,"[507, 522]",uORF,"[169.0, 0.0, 0.0]","[641, 3758]",mORF,"[15.0, 0.0, 0.0]","[array([[  270,    19,    16],
       [21708,   911,   188]]), array([[  270,    35],
       [21708,  1099]])]",0.3905714033031252,ChiSquare,"ChiSquareResult(statistic=35.95498785031568, adjusted_pvalue=8.570601992593981e-08, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-5.34640729,  1.9731581 ,  8.20111476],
       [ 5.34640729, -1.9731581 , -8.20111476]]), adjusted_posthoc_pvalues=[3.1072328982555334e-07, 3.1072328982555334e-07])"
AT3G07140.2,mORF,ATG,ATG,"[19, 37]",uORF,"[3.84228, 0.0, 0.0]","[81, 2013]",mORF,"[23.0537, 0.0, 0.0]","[array([[   7,    6,    0],
       [4211,  206,   31]]), array([[   7,    7],
       [4211,  238]])]",0.056629062631018426,ChiSquare,"ChiSquareResult(statistic=19.542981134051345, adjusted_pvalue=0.00017967333491523857, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-6.47659025,  7.02656245, -0.30205385],
       [ 6.47659025, -7.02656245,  0.30205385]]), adjusted_posthoc_pvalues=[4.183479504341283e-10, 4.183479504341283e-10])"
AT3G07170.1,mORF,ATG,ATG,"[54, 96]",uORF,"[2.0, 0.0, 0.0]","[234, 846]",mORF,"[3.0, 3.0, 0.0]","[array([[  93,   14,    7],
       [3692,  147,   32]]), array([[  93,   21],
       [3692,  180]])]",0.21606846767421292,ChiSquare,"ChiSquareResult(statistic=30.151805893932384, adjusted_pvalue=1.3078277383643472e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-6.64986031,  4.53385587,  5.68020009],
       [ 6.64986031, -4.53385587, -5.68020009]]), adjusted_posthoc_pvalues=[1.3671379313044956e-10, 1.3671379313044956e-10])"
AT3G07190.1,mORF,ATG,ATG,"[215, 236]",uORF,"[13.0, 0.0, 0.0]","[437, 1100]",mORF,"[10.0, 0.0, 0.0]","[array([[ 18,  17,   8],
       [881,  28,  15]]), array([[ 18,  25],
       [881,  43]])]",0.03550907617193079,ChiSquare,"ChiSquareResult(statistic=85.95971502262626, adjusted_pvalue=3.3160937700842527e-18, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-13.4087438 ,  11.10859408,   7.14338107],
       [ 13.4087438 , -11.10859408,  -7.14338107]]), adjusted_posthoc_pvalues=[1.2291180299257803e-39, 1.2291180299257803e-39])"
AT3G07190.1,mORF,ATG,ATG,"[118, 250]",uORF,"[0.0, 0.0, 0.0]","[437, 1100]",mORF,"[10.0, 0.0, 0.0]","[array([[ 44,  28,  17],
       [881,  28,  15]]), array([[ 44,  45],
       [881,  43]])]",0.048071334010956875,ChiSquare,"ChiSquareResult(statistic=127.08827341712941, adjusted_pvalue=6.975957728114847e-27, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-14.68632042,  11.20903585,   9.00350617],
       [ 14.68632042, -11.20903585,  -9.00350617]]), adjusted_posthoc_pvalues=[2.477808745778304e-47, 2.477808745778304e-47])"
AT3G07210.1,mORF,ATG,ATG,"[354, 408]",uORF,"[4.0, 0.0, 0.0]","[561, 2205]",mORF,"[3.0, 0.0, 0.0]","[array([[  10,    2,    3],
       [1624,   65,   10]]), array([[  10,    5],
       [1624,   75]])]",0.09272148324987153,ChiSquare,"ChiSquareResult(statistic=18.130506637885958, adjusted_pvalue=0.0003462838786467275, adjusted_bootstrap_pvalue=0.002834380354083381, adjusted_residuals=array([[-5.28639436,  1.89161306,  8.6274245 ],
       [ 5.28639436, -1.89161306, -8.6274245 ]]), adjusted_posthoc_pvalues=[4.2464899475083217e-07, 4.2464899475083217e-07])"
AT3G07270.1,mORF,ATG,ATG,"[637, 853]",uORF,"[0.0, 0.0, 0.0]","[1019, 2420]",mORF,"[77.0, 0.0, 0.0]","[array([[  19,    6,    5],
       [2562,  127,   21]]), array([[  19,   11],
       [2562,  148]])]",0.0999922693363304,ChiSquare,"ChiSquareResult(statistic=31.679813903265213, adjusted_pvalue=6.34541119868301e-07, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-7.2703934 ,  3.88153069,  8.92896101],
       [ 7.2703934 , -3.88153069, -8.92896101]]), adjusted_posthoc_pvalues=[1.9656883532666034e-12, 1.9656883532666034e-12])"
AT3G07330.1,mORF,ATG,ATG,"[62, 164]",uORF,"[0.0, 0.0, 0.0]","[226, 2275]",mORF,"[13.8958, 0.86849, 0.0]","[array([[  11,    4,   11],
       [6655,  386,   81]]), array([[  11,   15],
       [6655,  468]])]",0.0516297092884362,ChiSquare,"ChiSquareResult(statistic=69.07737340269777, adjusted_pvalue=1.1651279739697891e-14, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-10.37871014,   2.23309224,  18.59051902],
       [ 10.37871014,  -2.23309224, -18.59051902]]), adjusted_posthoc_pvalues=[3.6023504154766646e-24, 3.6023504154766646e-24])"
AT3G07810.1,mORF,ATG,ATG,"[259, 298]",uORF,"[19.0747, 7.77118, 0.0]","[348, 1833]",mORF,"[14.8359, 0.0, 0.0]","[array([[  99,   30,    0],
       [5718,  351,   21]]), array([[  99,   31],
       [5718,  373]])]",0.20842227328792137,ChiSquare,"ChiSquareResult(statistic=42.28588630276597, adjusted_pvalue=4.236332194061934e-09, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-7.83791415,  8.19814034, -0.66808289],
       [ 7.83791415, -8.19814034,  0.66808289]]), adjusted_posthoc_pvalues=[2.849010833804779e-14, 2.849010833804779e-14])"
AT3G07810.2,mORF,ATG,ATG,"[226, 265]",uORF,"[7.92529, 3.22882, 0.0]","[315, 1803]",mORF,"[6.16411, 0.0, 0.0]","[array([[  41,   12,    0],
       [2335,  111,    9]]), array([[  41,   12],
       [2335,  120]])]",0.17584171934479903,ChiSquare,"ChiSquareResult(statistic=20.888979890954026, adjusted_pvalue=9.560827030689384e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-5.72666633,  6.04354666, -0.44158476],
       [ 5.72666633, -6.04354666,  0.44158476]]), adjusted_posthoc_pvalues=[3.813406077444178e-08, 3.813406077444178e-08])"
AT3G07940.1,mORF,ATG,ATG,"[334, 406]",uORF,"[0.0, 0.0, 0.0]","[445, 1603]",mORF,"[1.0, 0.0, 0.0]","[array([[  18,    0,   14],
       [1000,   43,    8]]), array([[  18,   14],
       [1000,   51]])]",0.06602548333561872,ChiSquare,"ChiSquareResult(statistic=78.64822551672083, adjusted_pvalue=1.157753418090963e-16, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ -9.12602089,  -1.16763046,  16.98153987],
       [  9.12602089,   1.16763046, -16.98153987]]), adjusted_posthoc_pvalues=[6.176656553054759e-19, 6.176656553054759e-19])"
AT3G08510.1,mORF,ATG,ATG,"[191, 218]",uORF,"[21.9862, 0.758146, 0.0]","[342, 2088]",mORF,"[0.0, 0.0, 0.0]","[array([[   58,     4,     5],
       [11025,   409,    80]]), array([[   58,     9],
       [11025,   489]])]",0.28589038978225156,ChiSquare,"ChiSquareResult(statistic=15.934614255209116, adjusted_pvalue=0.0009637148110997856, adjusted_bootstrap_pvalue=0.010328824141519252, adjusted_residuals=array([[-3.69571705,  1.06416379,  6.47132736],
       [ 3.69571705, -1.06416379, -6.47132736]]), adjusted_posthoc_pvalues=[0.0005239395531376172, 0.0005239395531376172])"
AT3G08510.1,mORF,ATG,ATG,"[243, 255]",uORF,"[0.758146, 0.0, 0.0]","[342, 2088]",mORF,"[0.0, 0.0, 0.0]","[array([[    9,     1,     3],
       [11025,   409,    80]]), array([[    9,     5],
       [11025,   489]])]",0.07989004560173578,ChiSquare,"ChiSquareResult(statistic=16.618927986695258, adjusted_pvalue=0.0007029754253548987, adjusted_bootstrap_pvalue=0.005432950191570881, adjusted_residuals=array([[-4.72348973,  0.80550664,  9.53929153],
       [ 4.72348973, -0.80550664, -9.53929153]]), adjusted_posthoc_pvalues=[6.852772927017487e-06, 6.852772927017487e-06])"
AT3G08600.1,mORF,ATG,ATG,"[100, 313]",uORF,"[0.0, 0.0, 0.0]","[471, 1422]",mORF,"[5.0, 0.0, 0.0]","[array([[  14,    6,    2],
       [2702,  109,   21]]), array([[  14,    8],
       [2702,  130]])]",0.08440439882454105,ChiSquare,"ChiSquareResult(statistic=21.771707598922962, adjusted_pvalue=6.329246115092845e-05, adjusted_bootstrap_pvalue=0.002834380354083381, adjusted_residuals=array([[-6.92057275,  5.56542616,  4.36320396],
       [ 6.92057275, -5.56542616, -4.36320396]]), adjusted_posthoc_pvalues=[2.2550128814665546e-11, 2.2550128814665546e-11])"
AT3G08670.1,mORF,ATG,ATG,"[105, 138]",uORF,"[11.0, 0.0, 0.0]","[283, 1987]",mORF,"[2.0, 0.0, 0.0]","[array([[  13,    4,    5],
       [5446,  249,   69]]), array([[  13,    9],
       [5446,  318]])]",0.08444093980652888,ChiSquare,"ChiSquareResult(statistic=28.36640250225485, adjusted_pvalue=2.995675849258209e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-7.17527107,  3.17354567,  8.97016417],
       [ 7.17527107, -3.17354567, -8.97016417]]), adjusted_posthoc_pvalues=[3.846941023096703e-12, 3.846941023096703e-12])"
AT3G08680.2,mORF,ATG,ATG,"[557, 572]",uORF,"[0.0, 0.0, 0.0]","[605, 2528]",mORF,"[16.5775, 0.0, 0.0]","[array([[   6,    0,    4],
       [3114,  180,   18]]), array([[   6,    4],
       [3114,  198]])]",0.09554799243059219,ChiSquare,"ChiSquareResult(statistic=28.188081691986532, adjusted_pvalue=3.2608260286453694e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ -4.4951947 ,  -0.75803248,  15.3601503 ],
       [  4.4951947 ,   0.75803248, -15.3601503 ]]), adjusted_posthoc_pvalues=[1.968949017369418e-05, 1.968949017369418e-05])"
AT3G08720.1,mORF,ATG,ATG,"[163, 307]",uORF,"[3.82875, 0.0, 0.0]","[353, 1769]",mORF,"[3.82875, 14.768, 0.0]","[array([[ 51,  14,   0],
       [410,  31,   2]]), array([[ 51,  15],
       [410,  33]])]",0.2746531879725777,ChiSquare,"ChiSquareResult(statistic=12.099267064380623, adjusted_pvalue=0.005595773592609463, adjusted_bootstrap_pvalue=0.04290127388535032, adjusted_residuals=array([[-3.66082468,  3.85282713, -0.54278322],
       [ 3.66082468, -3.85282713,  0.54278322]]), adjusted_posthoc_pvalues=[0.0005967105523153243, 0.0005967105523153243])"
AT3G08720.4,mORF,ATG,ATG,"[208, 352]",uORF,"[8.65555, 0.0, 0.0]","[398, 1814]",mORF,"[8.65555, 33.3857, 0.0]","[array([[117,  33,   1],
       [927,  70,   6]]), array([[117,  35],
       [927,  76]])]",0.2744999233131896,ChiSquare,"ChiSquareResult(statistic=28.051460169307898, adjusted_pvalue=3.4699292542536237e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-5.82807531,  5.97703651,  0.09449416],
       [ 5.82807531, -5.97703651, -0.09449416]]), adjusted_posthoc_pvalues=[2.1291260816978182e-08, 2.1291260816978182e-08])"
AT3G08730.1,mORF,ATG,ATG,"[120, 246]",uORF,"[67.3371, 23.4216, 0.0]","[332, 1730]",mORF,"[10.7349, 4.8795, 0.0]","[array([[ 519,   67,    2],
       [4306,  204,   45]]), array([[ 519,   70],
       [4306,  249]])]",0.4288332695721348,ChiSquare,"ChiSquareResult(statistic=42.289768510035465, adjusted_pvalue=4.23361521165684e-09, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-5.93909006,  7.06407796, -1.55349997],
       [ 5.93909006, -7.06407796,  1.55349997]]), adjusted_posthoc_pvalues=[1.1209121143300485e-08, 1.1209121143300485e-08])"
AT3G08760.1,mORF,ATG,ATG,"[385, 397]",uORF,"[17.0, 0.0, 0.0]","[468, 2142]",mORF,"[0.0, 0.0, 0.0]","[array([[  27,   14,    0],
       [1759,   62,   17]]), array([[  27,   14],
       [1759,   79]])]",0.0869212573495204,ChiSquare,"ChiSquareResult(statistic=42.17709295485841, adjusted_pvalue=4.461568942850999e-09, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-8.71492973,  9.89224348, -0.61861036],
       [ 8.71492973, -9.89224348,  0.61861036]]), adjusted_posthoc_pvalues=[2.2919532275943722e-17, 2.2919532275943722e-17])"
AT3G08940.2,mORF,ATG,ATG,"[1058, 1097]",dORF,"[0.0, 0.0, 0.0]","[160, 1024]",mORF,"[148.397, 0.976295, 0.0]","[array([[     9,      6,      6],
       [146281,   6827,    797]]), array([[     9,     13],
       [146281,   7624]])]",0.036084986423624225,ChiSquare,"ChiSquareResult(statistic=56.093056354513735, adjusted_pvalue=5.988313451738976e-12, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-11.01366757,   5.36967432,  17.84441256],
       [ 11.01366757,  -5.36967432, -17.84441256]]), adjusted_posthoc_pvalues=[4.3690219901356026e-27, 4.3690219901356026e-27])"
AT3G09100.2,mORF,ATG,ATG,"[188, 227]",uORF,"[11.7296, 0.0, 0.0]","[323, 2342]",mORF,"[10.7522, 0.0, 0.0]","[array([[  62,   12,    2],
       [3523,  163,   27]]), array([[  62,   15],
       [3523,  190]])]",0.22308262535902337,ChiSquare,"ChiSquareResult(statistic=16.585444874557027, adjusted_pvalue=0.0007136116141052129, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-5.08687158,  4.68709756,  1.8858093 ],
       [ 5.08687158, -4.68709756, -1.8858093 ]]), adjusted_posthoc_pvalues=[1.1761862341199332e-06, 1.1761862341199332e-06])"
AT3G09690.1,mORF,ATG,ATG,"[140, 185]",uORF,"[0.0, 0.0, 0.0]","[276, 1860]",mORF,"[0.475246, 0.0, 0.0]","[array([[  86,   19,    4],
       [1209,   69,   12]]), array([[  86,   23],
       [1209,   81]])]",0.25090764502208845,ChiSquare,"ChiSquareResult(statistic=23.231279213140716, adjusted_pvalue=3.2336001542383676e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-5.6645805 ,  4.98914226,  2.58294971],
       [ 5.6645805 , -4.98914226, -2.58294971]]), adjusted_posthoc_pvalues=[5.427896502871154e-08, 5.427896502871154e-08])"
AT3G09880.1,mORF,ATG,ATG,"[234, 288]",uORF,"[16.0, 0.0, 0.0]","[431, 1931]",mORF,"[0.0, 0.0, 0.0]","[array([[  77,   11,    4],
       [2614,  100,   19]]), array([[  77,   15],
       [2614,  119]])]",0.2339115321399252,ChiSquare,"ChiSquareResult(statistic=19.022302990688996, adjusted_pvalue=0.00022846391770279628, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-5.30380277,  4.02907956,  3.83468229],
       [ 5.30380277, -4.02907956, -3.83468229]]), adjusted_posthoc_pvalues=[3.868576651378244e-07, 3.868576651378244e-07])"
AT3G10160.1,mORF,ATG,ATG,"[326, 335]",uORF,"[29.0, 0.0, 0.0]","[344, 2222]",mORF,"[40.0, 2.0, 0.0]","[array([[  37,   17,    0],
       [4549,  209,   36]]), array([[  37,   17],
       [4549,  245]])]",0.11734704861870511,ChiSquare,"ChiSquareResult(statistic=42.08262094374715, adjusted_pvalue=4.671321425151109e-09, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-8.52285147,  9.40107603, -0.63917181],
       [ 8.52285147, -9.40107603,  0.63917181]]), adjusted_posthoc_pvalues=[1.1653121959078742e-16, 1.1653121959078742e-16])"
AT3G10360.1,mORF,ATG,ATG,"[107, 287]",uORF,"[1.0, 0.0, 0.0]","[353, 3365]",mORF,"[1.0, 0.0, 0.0]","[array([[  51,   12,    3],
       [2646,  125,   21]]), array([[  51,   15],
       [2646,  146]])]",0.18782303094529074,ChiSquare,"ChiSquareResult(statistic=22.65325890674962, adjusted_pvalue=4.228654429695806e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-6.09392267,  5.15118395,  3.33789806],
       [ 6.09392267, -5.15118395, -3.33789806]]), adjusted_posthoc_pvalues=[4.460097503974503e-09, 4.460097503974503e-09])"
AT3G10380.1,mORF,ATG,ATG,"[296, 305]",uORF,"[1.95811, 0.0, 5.87434]","[354, 3516]",mORF,"[48.9528, 0.0, 0.0]","[array([[   31,     5,     5],
       [14009,   526,    77]]), array([[   31,    11],
       [14009,   603]])]",0.12135080244847947,ChiSquare,"ChiSquareResult(statistic=28.577971619092345, adjusted_pvalue=2.7282657828804356e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ -6.47158527,   2.94088322,  10.00139832],
       [  6.47158527,  -2.94088322, -10.00139832]]), adjusted_posthoc_pvalues=[4.312829330648746e-10, 4.312829330648746e-10])"
AT3G10520.1,mORF,ATG,ATG,"[691, 739]",dORF,"[8.0, 0.0, 0.0]","[165, 642]",mORF,"[25.0, 6.0, 0.0]","[array([[   8,    0,    4],
       [9478,  372,   50]]), array([[   8,    4],
       [9478,  422]])]",0.08911200743437984,ChiSquare,"ChiSquareResult(statistic=27.4227756974152, adjusted_pvalue=4.624368474045608e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ -4.96247238,  -0.68446454,  15.43994491],
       [  4.96247238,   0.68446454, -15.43994491]]), adjusted_posthoc_pvalues=[2.187663612443915e-06, 2.187663612443915e-06])"
AT3G10530.1,mORF,ATG,ATG,"[111, 147]",uORF,"[1.0, 0.0, 0.0]","[275, 1886]",mORF,"[26.0, 4.0, 0.0]","[array([[  56,   12,    1],
       [7240,  326,   73]]), array([[  56,   13],
       [7240,  399]])]",0.2374822544695759,ChiSquare,"ChiSquareResult(statistic=16.91817493820613, adjusted_pvalue=0.0006119745881783241, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[-5.00629323,  5.30003635,  0.41864259],
       [ 5.00629323, -5.30003635, -0.41864259]]), adjusted_posthoc_pvalues=[1.7619191832211898e-06, 1.7619191832211898e-06])"
