Chromosome	tid	Strand	start_codon	ORF_start	ORF_end	ORF_length	Start	End	ORF_type
Chr1	AT1G65700.2	-	ATG	407	482	75	24434375	24434450	dORF
Chr5	AT5G23590.1	-	ATG	655	730	75	7956145	7956220	uORF
Chr5	AT5G41150.1	-	ATG	3546	3621	75	16472791	16472866	dORF
Chr1	AT1G63100.1	-	ATG	2779	2854	75	23399247	23399322	dORF
Chr5	AT5G03500.5	-	ATG	1294	1369	75	876481	876556	dORF
Chr4	AT4G32850.14	+	ATG	3550	3625	75	15854865	15854940	dORF
Chr1	AT1G14760.1	-	ATG	773	848	75	5084318	5084393	dORF
Chr2	AT2G16440.1	-	ATG	2741	2816	75	7126327	7126402	dORF
Chr5	AT5G03500.6	-	ATG	1255	1330	75	876481	876556	dORF
Chr3	AT3G18760.1	-	ATG	629	704	75	6457812	6457887	dORF
Chr5	AT5G03500.7	-	ATG	947	1022	75	876481	876556	dORF
Chr1	AT1G22620.1	-	ATG	3923	3998	75	7996831	7996906	dORF
Chr5	AT5G60210.2	-	ATG	1433	1508	75	24246083	24246158	uORF
Chr3	AT3G24620.1	-	ATG	1684	1759	75	8980617	8980692	dORF
Chr5	AT5G03500.1	-	ATG	1062	1137	75	876481	876556	dORF
Chr5	AT5G03500.4	-	ATG	1512	1587	75	876481	876556	dORF
Chr1	AT1G33720.5	-	ATG	1259	1334	75	12222494	12222569	uORF
Chr5	AT5G26740.1	+	ATG	33	108	75	9291871	9291946	uORF
Chr3	AT3G01980.2	-	ATG	1188	1263	75	327645	327720	dORF
Chr4	AT4G10570.1	-	ATG	3049	3124	75	6523576	6523651	dORF
Chr2	AT2G47490.1	+	ATG	1664	1739	75	19489329	19489404	dORF
Chr5	AT5G41150.4	-	ATG	3342	3417	75	16472791	16472866	dORF
Chr1	AT1G28210.3	+	ATG	1570	1645	75	9859750	9859825	dORF
Chr1	AT1G12210.3	+	ATG	24	99	75	4140273	4140348	uORF
Chr3	AT3G61190.2	-	ATG	784	859	75	22650739	22650814	dORF
Chr2	AT2G48130.3	-	ATG	1491	1566	75	19684268	19684343	dORF
Chr5	AT5G48380.1	-	ATG	2414	2489	75	19604443	19604518	dORF
Chr5	AT5G10690.2	-	ATG	1870	1945	75	3374109	3374307	dORF
Chr3	AT3G08000.1	-	ATG	573	648	75	2554917	2554992	dORF
Chr2	AT2G40550.1	+	ATG	2227	2302	75	16938184	16938259	dORF
Chr5	AT5G17990.1	+	ATG	1787	1862	75	5959883	5959958	dORF
Chr2	AT2G03060.7	+	ATG	1647	1722	75	903881	903956	dORF
Chr5	AT5G36880.1	-	ATG	2303	2378	75	14534861	14534936	dORF
Chr4	AT4G18975.1	-	ATG	1060	1135	75	10392084	10392159	dORF
Chr5	AT5G35995.1	-	ATG	1612	1687	75	14136571	14136646	dORF
Chr5	AT5G54670.3	+	ATG	2349	2424	75	22214074	22214149	dORF
Chr3	AT3G06370.1	-	ATG	1778	1853	75	1930749	1930824	dORF
Chr4	AT4G02120.4	+	ATG	1999	2074	75	944160	944235	dORF
Chr5	AT5G09540.1	-	ATG	75	150	75	2963291	2963366	uORF
Chr2	AT2G36460.1	-	ATG	1680	1755	75	15296617	15296692	dORF
Chr3	AT3G23050.3	+	ATG	1158	1233	75	8196776	8196851	dORF
Chr3	AT3G15210.1	+	ATG	751	826	75	5122172	5122247	dORF
Chr5	AT5G03690.3	-	ATG	1834	1909	75	963192	963267	dORF
Chr3	AT3G01940.1	-	ATG	741	816	75	322466	322541	dORF
Chr2	AT2G48130.6	-	ATG	1491	1566	75	19684268	19684343	dORF
Chr3	AT3G15260.2	+	ATG	1137	1212	75	5142504	5142579	dORF
Chr1	AT1G04660.1	-	ATG	1281	1356	75	1300417	1300492	dORF
Chr5	AT5G03690.4	-	ATG	1507	1582	75	963192	963267	dORF
Chr1	AT1G15810.1	+	ATG	178	253	75	5444397	5444472	uORF
Chr1	AT1G72390.1	+	ATG	4415	4490	75	27251380	27251455	dORF
Chr4	AT4G32850.12	+	ATG	3586	3661	75	15854865	15854940	dORF
Chr4	AT4G21840.1	-	ATG	693	768	75	11587089	11587164	dORF
Chr3	AT3G21500.1	-	ATG	2044	2119	75	7573739	7573814	dORF
Chr2	AT2G02950.1	-	ATG	2332	2407	75	854318	854393	dORF
Chr5	AT5G06510.1	+	ATG	1342	1417	75	1986856	1986931	dORF
Chr3	AT3G21500.2	-	ATG	2145	2220	75	7573739	7573814	dORF
Chr2	AT2G03620.2	-	ATG	296	371	75	1103019	1103094	uORF
Chr3	AT3G55000.1	+	ATG	1099	1174	75	20383741	20383816	dORF
Chr1	AT1G04630.1	-	ATG	576	651	75	1289827	1289902	dORF
Chr5	AT5G19900.3	-	ATG	1995	2070	75	6728337	6728412	dORF
Chr5	AT5G03690.1	-	ATG	1457	1532	75	963192	963267	dORF
Chr2	AT2G35605.1	+	ATG	525	600	75	14947102	14947177	dORF
Chr2	AT2G33150.1	-	ATG	1814	1889	75	14047730	14047805	dORF
Chr1	AT1G31163.1	-	ATG	621	696	75	11129190	11129265	dORF
Chr1	AT1G47740.3	+	ATG	74	149	75	17566874	17566949	uORF
Chr5	AT5G03690.2	-	ATG	1546	1621	75	963192	963267	dORF
Chr4	AT4G24290.3	+	ATG	114	189	75	12594689	12594764	uORF
Chr5	AT5G10946.1	-	ATG	1035	1110	75	3455580	3455655	dORF
Chr1	AT1G06710.3	-	ATG	3907	3982	75	2056032	2056107	dORF
Chr2	AT2G28660.1	+	ATG	1040	1115	75	12297022	12297097	dORF
Chr1	AT1G78890.1	+	ATG	1188	1263	75	29658403	29658478	dORF
Chr5	AT5G06390.1	+	ATG	2133	2208	75	1955459	1955534	dORF
Chr4	AT4G02120.5	+	ATG	1712	1787	75	944160	944235	dORF
Chr5	AT5G17910.1	+	ATG	4367	4442	75	5932422	5932497	dORF
Chr3	AT3G15351.5	+	ATG	571	646	75	5176598	5176673	uORF
Chr5	AT5G25560.5	+	ATG	1389	1464	75	8899295	8899370	uORF
Chr5	AT5G14770.5	-	ATG	3111	3186	75	4772334	4772409	dORF
Chr3	AT3G51630.2	+	ATG	2069	2144	75	19151931	19152006	dORF
Chr4	AT4G25620.1	-	ATG	1855	1930	75	13067332	13067407	dORF
Chr1	AT1G06710.10	-	ATG	4077	4152	75	2056032	2056107	dORF
Chr2	AT2G23030.1	-	ATG	1179	1254	75	9803646	9803721	dORF
Chr1	AT1G53320.1	-	ATG	1285	1360	75	19891091	19891166	dORF
Chr1	AT1G51200.3	+	ATG	905	980	75	18986416	18986491	dORF
Chr4	AT4G13330.1	-	ATG	2018	2093	75	7753530	7753605	dORF
Chr2	AT2G46870.1	+	ATG	1342	1417	75	19262247	19262322	dORF
Chr4	AT4G32850.11	+	ATG	3588	3663	75	15854865	15854940	dORF
Chr2	AT2G16018.1	-	ATG	860	935	75	6972274	6972349	dORF
Chr1	AT1G67470.1	+	ATG	1383	1458	75	25273504	25273579	dORF
Chr4	AT4G20890.1	+	ATG	1629	1704	75	11184008	11184083	dORF
Chr5	AT5G25560.4	+	ATG	1389	1464	75	8899295	8899370	uORF
Chr1	AT1G45180.4	+	ATG	164	239	75	17098867	17098942	uORF
Chr5	AT5G15650.1	+	ATG	2181	2256	75	5095128	5095203	dORF
Chr4	AT4G27310.1	+	ATG	1231	1306	75	13676859	13676934	dORF
Chr5	AT5G10946.2	-	ATG	1101	1176	75	3455580	3455655	dORF
Chr5	AT5G24620.1	+	ATG	1442	1517	75	8432318	8432393	dORF
Chr4	AT4G02120.3	+	ATG	1924	1999	75	944160	944235	dORF
Chr5	AT5G67160.1	-	ATG	1567	1642	75	26797623	26797698	dORF
Chr3	AT3G20080.6	+	ATG	1232	1307	75	7010534	7010609	dORF
Chr1	AT1G15320.1	-	ATG	1340	1415	75	5272290	5272365	dORF
Chr5	AT5G53010.1	-	ATG	3338	3413	75	21488534	21488609	dORF
Chr1	AT1G15320.2	-	ATG	1017	1092	75	5272290	5272365	dORF
Chr1	AT1G16020.3	+	ATG	1427	1502	75	5501191	5501266	dORF
Chr3	AT3G18773.1	+	ATG	1299	1374	75	6467046	6467121	dORF
Chr4	AT4G02420.1	-	ATG	2350	2425	75	1064146	1064221	dORF
Chr1	AT1G59900.1	+	ATG	1407	1482	75	22053662	22053737	dORF
Chr4	AT4G28780.1	+	ATG	1240	1315	75	14217165	14217240	dORF
Chr5	AT5G24650.1	+	ATG	1013	1088	75	8438993	8439068	dORF
Chr4	AT4G02120.2	+	ATG	1952	2027	75	944160	944235	dORF
Chr5	AT5G57190.1	-	ATG	2130	2205	75	23171345	23171420	dORF
Chr1	AT1G59820.1	+	ATG	4116	4191	75	22020203	22020278	dORF
Chr1	AT1G07250.1	+	ATG	1670	1745	75	2227428	2227503	dORF
Chr2	AT2G47610.1	+	ATG	995	1070	75	19531511	19531586	dORF
Chr3	AT3G26440.2	+	ATG	2535	2610	75	9680840	9680915	dORF
Chr3	AT3G61940.1	+	ATG	86	161	75	22937255	22937330	uORF
Chr1	AT1G27750.1	+	ATG	3567	3642	75	9661837	9661912	dORF
Chr5	AT5G57130.1	+	ATG	3559	3634	75	23149523	23149598	dORF
Chr5	AT5G24270.4	-	ATG	1447	1522	75	8241835	8241910	uORF
Chr1	AT1G55450.1	-	ATG	1441	1516	75	20704939	20705014	dORF
Chr2	AT2G04305.1	-	ATG	139	214	75	1503521	1503688	uORF
Chr4	AT4G22330.1	+	ATG	1087	1162	75	11799577	11799652	dORF
Chr5	AT5G36790.1	-	ATG	1381	1456	75	14481058	14481133	dORF
Chr1	AT1G04530.1	-	ATG	1263	1338	75	1234361	1234436	dORF
Chr1	AT1G53870.3	+	ATG	1630	1705	75	20113882	20113957	dORF
Chr2	AT2G36570.1	+	ATG	2430	2505	75	15337837	15337912	dORF
Chr5	AT5G04870.1	-	ATG	552	627	75	1419927	1420002	uORF
Chr1	AT1G06710.12	-	ATG	3586	3661	75	2056032	2056107	dORF
Chr3	AT3G03270.2	-	ATG	1797	1872	75	761037	761112	dORF
Chr5	AT5G06510.6	+	ATG	1364	1439	75	1986856	1986931	dORF
Chr2	AT2G28520.1	+	ATG	3066	3141	75	12215918	12215993	dORF
Chr2	AT2G26710.1	+	ATG	2089	2164	75	11383702	11383777	dORF
Chr4	AT4G36020.3	-	ATG	1331	1406	75	17043149	17043224	dORF
Chr5	AT5G13190.1	-	ATG	868	943	75	4204718	4204793	dORF
Chr3	AT3G10490.3	+	ATG	2422	2497	75	3271077	3271152	dORF
Chr2	AT2G26110.1	+	ATG	93	168	75	11120615	11120690	uORF
Chr3	AT3G03310.1	-	ATG	1671	1746	75	778579	778654	dORF
Chr2	AT2G02160.1	-	ATG	2306	2381	75	553267	553342	dORF
Chr1	AT1G02730.1	-	ATG	10	85	75	598572	598647	uORF
Chr5	AT5G35995.2	-	ATG	1845	1920	75	14136571	14136646	dORF
Chr1	AT1G53635.1	-	ATG	474	549	75	20019286	20019361	dORF
Chr3	AT3G10490.2	+	ATG	1997	2072	75	3271077	3271152	dORF
Chr3	AT3G28340.1	-	ATG	1315	1390	75	10589295	10589370	dORF
Chr5	AT5G06510.7	+	ATG	842	917	75	1986856	1986931	dORF
Chr3	AT3G21500.3	-	ATG	2171	2246	75	7573739	7573814	dORF
Chr1	AT1G23965.1	-	ATG	183	258	75	8481341	8481416	uORF
Chr4	AT4G32850.13	+	ATG	3565	3640	75	15854865	15854940	dORF
Chr1	AT1G22140.3	-	ATG	456	531	75	7814990	7815065	dORF
Chr5	AT5G13120.1	-	ATG	1020	1095	75	4162601	4162676	dORF
Chr2	AT2G36250.1	-	ATG	1757	1832	75	15197484	15197559	dORF
Chr5	AT5G36260.1	-	ATG	26	101	75	14288308	14288383	uORF
Chr2	AT2G38400.1	+	ATG	1811	1886	75	16086217	16086292	dORF
Chr2	AT2G36250.2	-	ATG	2036	2111	75	15197484	15197559	dORF
Chr5	AT5G06510.4	+	ATG	1609	1684	75	1986856	1986931	dORF
Chr1	AT1G51200.4	+	ATG	865	940	75	18986416	18986491	dORF
Chr5	AT5G17910.2	+	ATG	4224	4299	75	5932422	5932497	dORF
Chr5	AT5G67620.1	-	ATG	913	988	75	26964741	26964816	dORF
Chr1	AT1G22140.2	-	ATG	266	341	75	7814990	7815065	dORF
Chr1	AT1G71030.1	-	ATG	894	969	75	26795304	26795379	dORF
Chr2	AT2G41200.1	+	ATG	809	884	75	17173220	17173295	dORF
Chr2	AT2G36250.3	-	ATG	2209	2284	75	15197484	15197559	dORF
Chr5	AT5G06510.3	+	ATG	1428	1503	75	1986856	1986931	dORF
Chr1	AT1G71030.2	-	ATG	1067	1142	75	26795304	26795379	dORF
Chr1	AT1G73750.2	+	ATG	1622	1697	75	27738954	27739029	dORF
Chr4	AT4G02170.1	+	ATG	714	789	75	958758	958833	dORF
Chr2	AT2G36250.4	-	ATG	1582	1657	75	15197484	15197559	dORF
Chr5	AT5G25560.6	+	ATG	1446	1521	75	8899295	8899370	uORF
Chr5	AT5G06510.2	+	ATG	1412	1487	75	1986856	1986931	dORF
Chr5	AT5G17910.3	+	ATG	4404	4479	75	5932422	5932497	dORF
Chr5	AT5G06510.5	+	ATG	1376	1451	75	1986856	1986931	dORF
Chr2	AT2G43700.5	+	ATG	2145	2220	75	18118525	18118600	dORF
Chr5	AT5G24270.4	-	ATG	2221	2296	75	8241061	8241136	uORF
Chr3	AT3G49810.1	-	ATG	645	720	75	18476312	18476387	uORF
Chr3	AT3G25070.1	+	ATG	1285	1360	75	9134006	9134081	dORF
Chr5	AT5G51520.1	+	ATG	784	859	75	20926635	20926710	dORF
Chr3	AT3G25070.2	+	ATG	1687	1762	75	9134006	9134081	dORF
Chr3	AT3G16270.3	+	ATG	2638	2713	75	5517389	5517464	dORF
Chr3	AT3G51630.1	+	ATG	2237	2312	75	19151931	19152006	dORF
Chr5	AT5G24400.1	-	ATG	1313	1388	75	8330300	8330375	dORF
Chr5	AT5G14770.4	-	ATG	3114	3189	75	4772334	4772409	dORF
Chr5	AT5G54400.1	+	ATG	64	139	75	22090480	22090555	uORF
Chr5	AT5G45420.3	-	ATG	1408	1483	75	18404567	18404642	dORF
Chr4	AT4G35460.1	+	ATG	1682	1757	75	16844250	16844325	dORF
Chr1	AT1G48440.1	+	ATG	89	164	75	17906959	17907034	uORF
Chr5	AT5G40280.2	+	ATG	1562	1637	75	16104800	16104875	dORF
Chr5	AT5G66200.1	-	ATG	358	433	75	26455721	26455796	uORF
Chr5	AT5G40280.1	+	ATG	1514	1589	75	16104800	16104875	dORF
Chr5	AT5G13120.2	-	ATG	879	954	75	4162601	4162676	dORF
Chr2	AT2G28605.1	+	ATG	783	858	75	12255750	12255825	dORF
Chr3	AT3G21500.2	-	ATG	2306	2381	75	7573578	7573653	dORF
Chr1	AT1G16020.4	+	ATG	1300	1375	75	5501191	5501266	dORF
Chr1	AT1G63630.2	+	ATG	988	1063	75	23588274	23588349	dORF
Chr2	AT2G47020.1	-	ATG	1613	1688	75	19319810	19319885	dORF
Chr2	AT2G28250.3	+	ATG	2256	2331	75	12046515	12046590	dORF
Chr4	AT4G33950.2	+	ATG	1676	1751	75	16274707	16274782	dORF
Chr1	AT1G13800.1	-	ATG	3067	3142	75	4730509	4730584	dORF
Chr5	AT5G62130.4	-	ATG	261	336	75	24953026	24953101	uORF
Chr3	AT3G12410.1	-	ATG	787	862	75	3946177	3946252	dORF
Chr4	AT4G25500.3	+	ATG	338	413	75	13025646	13025721	uORF
Chr3	AT3G24929.3	+	ATG	793	868	75	9105952	9106027	dORF
Chr1	AT1G20620.6	+	ATG	2678	2753	75	7146434	7146509	dORF
Chr4	AT4G16620.3	-	ATG	12	87	75	9360104	9360179	uORF
Chr1	AT1G63330.2	+	ATG	1803	1878	75	23491758	23491925	dORF
Chr3	AT3G27750.1	+	ATG	827	902	75	10285634	10285709	dORF
Chr1	AT1G43860.2	-	ATG	2076	2151	75	16622078	16622153	dORF
Chr5	AT5G41700.2	+	ATG	663	738	75	16677235	16677310	dORF
Chr1	AT1G54830.3	+	ATG	215	290	75	20451418	20451493	uORF
Chr5	AT5G62130.3	-	ATG	261	336	75	24953026	24953101	uORF
Chr3	AT3G16470.4	-	ATG	1536	1611	75	5595839	5595914	dORF
Chr3	AT3G15020.2	+	ATG	1288	1363	75	5058131	5058206	dORF
Chr4	AT4G38180.1	-	ATG	2754	2829	75	17906578	17906653	dORF
Chr3	AT3G07740.3	-	ATG	1719	1794	75	2469804	2469879	dORF
Chr3	AT3G03930.1	-	ATG	907	982	75	1011319	1011394	dORF
Chr3	AT3G25265.1	-	ATG	375	450	75	9202723	9202798	dORF
Chr3	AT3G21630.1	-	ATG	2028	2103	75	7615434	7615509	dORF
Chr5	AT5G01270.1	-	ATG	2716	2791	75	107865	107940	dORF
Chr3	AT3G56480.1	-	ATG	1930	2005	75	20936256	20936331	dORF
Chr1	AT1G58360.1	+	ATG	69	144	75	21676456	21676531	uORF
Chr4	AT4G34350.1	-	ATG	1575	1650	75	16428537	16428612	dORF
Chr5	AT5G41700.5	+	ATG	841	916	75	16677235	16677310	dORF
Chr4	AT4G33950.1	+	ATG	1758	1833	75	16274707	16274782	dORF
Chr5	AT5G56990.2	-	ATG	858	933	75	23060968	23061043	dORF
Chr3	AT3G07740.2	-	ATG	1900	1975	75	2469804	2469879	dORF
Chr3	AT3G12440.1	-	ATG	1074	1149	75	3951111	3951186	dORF
Chr3	AT3G26070.1	+	ATG	96	171	75	9526782	9526857	uORF
Chr5	AT5G41700.4	+	ATG	529	604	75	16677235	16677310	dORF
Chr5	AT5G41700.3	+	ATG	737	812	75	16677235	16677310	dORF
Chr2	AT2G45010.1	+	ATG	34	109	75	18567885	18567960	uORF
Chr5	AT5G62130.1	-	ATG	261	336	75	24953026	24953101	uORF
Chr2	AT2G45010.2	+	ATG	34	109	75	18567885	18567960	uORF
Chr5	AT5G62130.2	-	ATG	131	206	75	24953026	24953101	uORF
Chr1	AT1G30680.1	+	ATG	9	84	75	10881487	10881562	uORF
Chr3	AT3G24929.2	+	ATG	1448	1523	75	9106691	9106766	dORF
Chr3	AT3G18240.2	+	ATG	2312	2387	75	6257779	6257854	dORF
Chr2	AT2G16090.1	-	ATG	118	193	75	6989887	6989962	uORF
Chr1	AT1G53903.1	+	ATG	66	141	75	20132136	20132211	uORF
Chr5	AT5G41700.1	+	ATG	645	720	75	16677235	16677310	dORF
Chr2	AT2G34450.3	-	ATG	739	814	75	14527692	14527767	dORF
Chr1	AT1G20920.1	+	ATG	4194	4269	75	7289470	7289545	dORF
Chr2	AT2G02730.1	-	ATG	1000	1075	75	765115	765274	dORF
Chr2	AT2G02730.1	-	ATG	1331	1406	75	764784	764859	dORF
Chr5	AT5G41650.1	+	ATG	435	510	75	16655616	16655691	dORF
Chr1	AT1G53885.1	+	ATG	66	141	75	20119571	20119646	uORF
Chr5	AT5G37475.2	-	ATG	552	627	75	14867835	14867910	uORF
Chr5	AT5G23700.2	+	ATG	2642	2717	75	7997334	7997409	dORF
Chr2	AT2G15860.1	-	ATG	7	82	75	6909416	6909491	uORF
Chr2	AT2G34450.4	-	ATG	759	834	75	14527692	14527767	dORF
Chr4	AT4G34260.1	+	ATG	3101	3176	75	16402025	16402100	dORF
Chr2	AT2G03060.1	+	ATG	1593	1668	75	903881	903956	dORF
Chr1	AT1G07960.2	+	ATG	823	898	75	2469079	2469154	dORF
Chr2	AT2G20530.1	+	ATG	960	1035	75	8843795	8843870	dORF
Chr2	AT2G15640.1	-	ATG	16	91	75	6818267	6818342	uORF
Chr5	AT5G48570.1	-	ATG	2123	2198	75	19690473	19690548	dORF
Chr3	AT3G07740.1	-	ATG	1814	1889	75	2469804	2469879	dORF
Chr1	AT1G07960.3	+	ATG	800	875	75	2469079	2469154	dORF
Chr5	AT5G37475.2	-	ATG	626	701	75	14867761	14867836	uORF
Chr4	AT4G25500.2	+	ATG	338	413	75	13025646	13025721	uORF
Chr4	AT4G16620.1	-	ATG	60	135	75	9360104	9360179	uORF
Chr2	AT2G27810.1	+	ATG	2431	2506	75	11856029	11856104	dORF
Chr5	AT5G62200.1	-	ATG	21	96	75	24985799	24985874	uORF
Chr5	AT5G24760.3	-	ATG	1292	1367	75	8494944	8495019	dORF
Chr3	AT3G11600.1	+	ATG	751	826	75	3667955	3668030	dORF
Chr3	AT3G01120.1	-	ATG	1988	2063	75	39156	39231	dORF
Chr1	AT1G07960.4	+	ATG	1181	1256	75	2469079	2469154	dORF
Chr5	AT5G36150.1	-	ATG	2351	2426	75	14220659	14220734	dORF
Chr2	AT2G34450.1	-	ATG	739	814	75	14527692	14527767	dORF
Chr2	AT2G27810.2	+	ATG	2287	2362	75	11856029	11856104	dORF
Chr1	AT1G54180.2	+	ATG	226	301	75	20227393	20227468	uORF
Chr2	AT2G16090.4	-	ATG	100	175	75	6989887	6989962	uORF
Chr1	AT1G54180.1	+	ATG	103	178	75	20227393	20227468	uORF
Chr2	AT2G16090.3	-	ATG	89	164	75	6989887	6989962	uORF
Chr2	AT2G27810.3	+	ATG	2433	2508	75	11856029	11856104	dORF
Chr2	AT2G16090.2	-	ATG	99	174	75	6989887	6989962	uORF
Chr1	AT1G06710.17	-	ATG	3825	3900	75	2056032	2056107	dORF
Chr5	AT5G43490.1	-	ATG	759	834	75	17468250	17468325	dORF
Chr2	AT2G27810.4	+	ATG	2501	2576	75	11856029	11856104	dORF
Chr1	AT1G13510.1	-	ATG	1414	1489	75	4629246	4629321	dORF
Chr4	AT4G13330.5	-	ATG	2042	2117	75	7753530	7753605	dORF
Chr1	AT1G67148.1	+	ATG	245	320	75	25121694	25121769	dORF
Chr3	AT3G48340.1	+	ATG	3	78	75	17897508	17897583	uORF
Chr4	AT4G25500.6	+	ATG	640	715	75	13025646	13025721	uORF
Chr1	AT1G13470.1	-	ATG	1304	1379	75	4620125	4620200	dORF
Chr1	AT1G48330.1	+	ATG	513	588	75	17864172	17864247	dORF
Chr5	AT5G41920.1	+	ATG	1691	1766	75	16781333	16781408	dORF
Chr3	AT3G24150.2	-	ATG	149	224	75	8725762	8725837	uORF
Chr4	AT4G25630.1	+	ATG	43	118	75	13074132	13074207	uORF
Chr2	AT2G48130.4	-	ATG	1550	1625	75	19684268	19684343	dORF
Chr3	AT3G29290.1	+	ATG	2262	2337	75	11240354	11240429	dORF
Chr1	AT1G74230.1	+	ATG	1051	1126	75	27916865	27916940	dORF
Chr5	AT5G49400.1	+	ATG	1075	1150	75	20032063	20032138	dORF
Chr4	AT4G39140.3	-	ATG	1926	2001	75	18229207	18229282	dORF
Chr1	AT1G56560.1	+	ATG	146	221	75	21192282	21192357	uORF
Chr4	AT4G17440.3	+	ATG	1197	1272	75	9729231	9729306	dORF
Chr5	AT5G61520.1	-	ATG	92	167	75	24741234	24741309	uORF
Chr3	AT3G63052.1	-	ATG	237	312	75	23298814	23298889	dORF
Chr1	AT1G54690.1	-	ATG	665	740	75	20414376	20414451	dORF
Chr4	AT4G22810.1	+	ATG	1652	1727	75	11985625	11985700	dORF
Chr4	AT4G17440.2	+	ATG	1087	1162	75	9729231	9729306	dORF
Chr3	AT3G43440.1	+	ATG	1085	1160	75	15370018	15370093	dORF
Chr3	AT3G14172.3	-	ATG	4255	4330	75	4698668	4698743	dORF
Chr3	AT3G61360.1	-	ATG	1686	1761	75	22704377	22704452	dORF
Chr4	AT4G25500.7	+	ATG	366	441	75	13025646	13025721	uORF
Chr5	AT5G67110.2	-	ATG	868	943	75	26785144	26785219	dORF
Chr2	AT2G20530.2	+	ATG	1009	1084	75	8843795	8843870	dORF
Chr2	AT2G41060.3	+	ATG	1955	2030	75	17129223	17129298	dORF
Chr4	AT4G33565.1	+	ATG	1428	1503	75	16138176	16138251	dORF
Chr3	AT3G23260.1	+	ATG	1135	1210	75	8314468	8314543	dORF
Chr5	AT5G61330.2	-	ATG	355	430	75	24660811	24660886	uORF
Chr3	AT3G11540.1	+	ATG	3702	3777	75	3637869	3637944	dORF
Chr5	AT5G08490.2	-	ATG	3988	4063	75	2743339	2743414	dORF
Chr3	AT3G23200.1	+	ATG	818	893	75	8282641	8282716	dORF
Chr1	AT1G43860.1	-	ATG	1312	1387	75	16622078	16622153	dORF
Chr5	AT5G54670.1	+	ATG	2844	2919	75	22214074	22214149	dORF
Chr5	AT5G14770.1	-	ATG	3219	3294	75	4772334	4772409	dORF
Chr5	AT5G53030.2	+	ATG	1369	1444	75	21506442	21506517	dORF
Chr3	AT3G23200.2	+	ATG	1212	1287	75	8282641	8282716	dORF
Chr3	AT3G10815.1	-	ATG	892	967	75	3384891	3384966	dORF
Chr1	AT1G20620.7	+	ATG	2446	2521	75	7146434	7146509	dORF
Chr4	AT4G25500.5	+	ATG	664	739	75	13025646	13025721	uORF
Chr1	AT1G75380.1	-	ATG	1186	1261	75	28281677	28281752	dORF
Chr3	AT3G29290.2	+	ATG	2175	2250	75	11240354	11240429	dORF
Chr4	AT4G17260.1	+	ATG	1287	1362	75	9675374	9675449	dORF
Chr5	AT5G56990.1	-	ATG	800	875	75	23060968	23061043	dORF
Chr3	AT3G15020.1	+	ATG	1614	1689	75	5058131	5058206	dORF
Chr3	AT3G24929.3	+	ATG	1532	1607	75	9106691	9106766	dORF
Chr1	AT1G06710.18	-	ATG	3624	3699	75	2056032	2056107	dORF
Chr4	AT4G27940.1	+	ATG	1820	1895	75	13907134	13907209	dORF
Chr2	AT2G43535.1	+	ATG	66	141	75	18071025	18071100	uORF
Chr5	AT5G60450.1	-	ATG	3086	3161	75	24308360	24308435	dORF
Chr5	AT5G54670.2	+	ATG	2725	2800	75	22214074	22214149	dORF
Chr2	AT2G25830.1	-	ATG	1357	1432	75	11018892	11018967	dORF
Chr4	AT4G29310.1	-	ATG	1891	1966	75	14437314	14437389	dORF
Chr2	AT2G02880.1	+	ATG	1272	1347	75	843421	843496	dORF
Chr5	AT5G24760.2	-	ATG	1587	1662	75	8494944	8495019	dORF
Chr4	AT4G22850.1	+	ATG	1317	1392	75	11996128	11996203	dORF
Chr3	AT3G24150.1	-	ATG	149	224	75	8725762	8725837	uORF
Chr3	AT3G01980.1	-	ATG	1381	1456	75	327645	327720	dORF
Chr3	AT3G50160.1	-	ATG	1856	1931	75	18598512	18598587	dORF
Chr1	AT1G58170.1	+	ATG	191	266	75	21536085	21536160	uORF
Chr5	AT5G53030.1	+	ATG	1096	1171	75	21506442	21506517	dORF
Chr2	AT2G15560.1	-	ATG	21	96	75	6790119	6790194	uORF
Chr3	AT3G49970.2	-	ATG	2014	2089	75	18527133	18527208	dORF
Chr1	AT1G07810.1	+	ATG	3573	3648	75	2420744	2420819	dORF
Chr1	AT1G28540.1	+	ATG	440	515	75	10036747	10036822	dORF
Chr5	AT5G37380.6	-	ATG	675	750	75	14818510	14818585	uORF
Chr1	AT1G20920.6	+	ATG	3808	3883	75	7289470	7289545	dORF
Chr1	AT1G51690.1	+	ATG	66	141	75	19163908	19163983	uORF
Chr1	AT1G20620.1	+	ATG	1890	1965	75	7146434	7146509	dORF
Chr1	AT1G12210.2	+	ATG	58	133	75	4140273	4140348	uORF
Chr5	AT5G24520.1	-	ATG	1289	1364	75	8370783	8370858	dORF
Chr2	AT2G41110.1	+	ATG	780	855	75	17141326	17141401	dORF
Chr3	AT3G18170.2	+	ATG	2058	2133	75	6229617	6229692	dORF
Chr4	AT4G02560.2	-	ATG	3003	3078	75	1123534	1123609	dORF
Chr4	AT4G16070.2	-	ATG	33	108	75	9100875	9100950	uORF
Chr1	AT1G51670.1	+	ATG	264	339	75	19156398	19156473	uORF
Chr1	AT1G73750.1	+	ATG	1539	1614	75	27738954	27739029	dORF
Chr5	AT5G08490.1	-	ATG	4080	4155	75	2743339	2743414	dORF
Chr4	AT4G02430.4	+	ATG	1450	1525	75	1072131	1072206	dORF
