tid,boss,start_codon_x,start_codon_y,ORF_range_x,ORF_type_x,start_rprofile_x,ORF_range_y,ORF_type_y,start_rprofile_y,tab,odds_ratio,statistical test,result
ENST00000316355.10,uORF,ATG,ATG,"[121, 139]",uORF,"[1.0, 0.0, 0.0]","[300, 1335]",mORF,"[32.0, 0.0, 0.0]","[array([[ 57,   0,   0],
       [548,  27,  40]]), array([[ 57,   1],
       [548,  67]])]",6.9584623127071525,ChiSquare,"ChiSquareResult(statistic=12.543100528782478, adjusted_pvalue=0.003762237249258063, adjusted_bootstrap_pvalue=0.026251097453906934, adjusted_residuals=array([[ 2.62629932, -1.61468024, -1.98543632],
       [-2.62629932,  1.61468024,  1.98543632]]), adjusted_posthoc_pvalues=[0.018589271062056514, 0.018589271062056514])"
ENST00000316836.5,uORF,ATG,ATG,"[510, 528]",uORF,"[92.0, 1.0, 4.0]","[745, 1807]",mORF,"[193.0, 0.0, 0.0]","[array([[ 242,    7,    4],
       [1907,  139,   87]]), array([[ 242,   11],
       [1907,  226]])]",2.606470438928406,ChiSquare,"ChiSquareResult(statistic=11.989974345795206, adjusted_pvalue=0.004843432405259336, adjusted_bootstrap_pvalue=0.02802436901653612, adjusted_residuals=array([[ 3.14130651, -2.3529016 , -1.96121481],
       [-3.14130651,  2.3529016 ,  1.96121481]]), adjusted_posthoc_pvalues=[0.004361336853819613, 0.004361336853819613])"
ENST00000317829.12,uORF,ATG,ATG,"[83, 152]",uORF,"[361.0, 2.0, 0.0]","[170, 2891]",mORF,"[2.0, 0.0, 0.0]","[array([[ 377,    5,    8],
       [1376,  125,  199]]), array([[ 377,   13],
       [1376,  324]])]",6.824583033885197,ChiSquare,"ChiSquareResult(statistic=76.37175778320626, adjusted_pvalue=2.1880678449608627e-16, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 7.61602202, -4.47695317, -5.75643856],
       [-7.61602202,  4.47695317,  5.75643856]]), adjusted_posthoc_pvalues=[2.517615413227784e-13, 2.517615413227784e-13])"
ENST00000318160.5,uORF,ATG,ATG,"[111, 174]",uORF,"[62.0, 0.0, 2.0]","[273, 780]",mORF,"[53.0, 0.0, 1.0]","[array([[169,   1,   6],
       [958,  33,  98]]), array([[169,   7],
       [958, 131]])]",3.2991936134664392,ChiSquare,"ChiSquareResult(statistic=13.041630339646588, adjusted_pvalue=0.0029944094543893976, adjusted_bootstrap_pvalue=0.03333333333333333, adjusted_residuals=array([[ 3.17924388, -1.87394345, -2.50491995],
       [-3.17924388,  1.87394345,  2.50491995]]), adjusted_posthoc_pvalues=[0.003859290163843187, 0.003859290163843187])"
ENST00000318522.10,uORF,ATG,ATG,"[210, 231]",uORF,"[75.0, 0.0, 0.0]","[259, 3205]",mORF,"[41.0, 0.0, 0.0]","[array([[ 110,    0,    1],
       [2424,  147,  139]]), array([[ 110,    1],
       [2424,  286]])]",12.973671435189425,ChiSquare,"ChiSquareResult(statistic=18.627515363051643, adjusted_pvalue=0.00023027164754525883, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.29722013, -2.52032387, -2.01046238],
       [-3.29722013,  2.52032387,  2.01046238]]), adjusted_posthoc_pvalues=[0.0026832491854903158, 0.0026832491854903158])"
ENST00000319715.10,uORF,ATG,ATG,"[663, 675]",uORF,"[95.0, 3.0, 0.0]","[1061, 6440]",mORF,"[0.0, 0.0, 0.0]","[array([[  95,    3,    0],
       [1258,  156,  173]]), array([[  95,    3],
       [1258,  329]])]",8.276118360384345,ChiSquare,"ChiSquareResult(statistic=30.107822823767883, adjusted_pvalue=1.0465446127451458e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 4.26788829, -2.22447355, -3.45041778],
       [-4.26788829,  2.22447355,  3.45041778]]), adjusted_posthoc_pvalues=[7.416075559849523e-05, 7.416075559849523e-05])"
ENST00000320270.4,uORF,ATG,ATG,"[38, 68]",uORF,"[13.0, 2.0, 0.0]","[118, 1216]",mORF,"[53.0, 2.0, 3.0]","[array([[ 152,   14,    0],
       [1246,   71,  213]]), array([[ 152,   14],
       [1246,  284]])]",2.473635353825166,ChiSquare,"ChiSquareResult(statistic=49.3288024484371, adjusted_pvalue=1.0562679869326012e-10, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.25679144,  2.12746573, -5.14091566],
       [-3.25679144, -2.12746573,  5.14091566]]), adjusted_posthoc_pvalues=[0.003045383554995686, 0.003045383554995686])"
ENST00000322038.5,uORF,ATG,ATG,"[326, 341]",uORF,"[44.0, 0.0, 2.0]","[584, 3683]",mORF,"[0.0, 0.0, 0.0]","[array([[44,  0,  2],
       [85, 66,  2]]), array([[44,  2],
       [85, 68]])]",17.423797612764616,ChiSquare,"ChiSquareResult(statistic=44.06893143028559, adjusted_pvalue=1.3132244671006004e-09, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 4.99361483, -5.44886297,  1.2884524 ],
       [-4.99361483,  5.44886297, -1.2884524 ]]), adjusted_posthoc_pvalues=[2.6830099571314557e-06, 2.6830099571314557e-06])"
ENST00000322038.5,uORF,ATG,ATG,"[546, 705]",uORF,"[0.0, 0.0, 0.0]","[584, 3683]",mORF,"[0.0, 0.0, 0.0]","[array([[64,  0,  3],
       [85, 66,  2]]), array([[64,  3],
       [85, 68]])]",16.900263455074096,ChiSquare,"ChiSquareResult(statistic=60.13493787671143, adjusted_pvalue=5.764565315560821e-13, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 5.83541677, -6.42561401,  1.4521362 ],
       [-5.83541677,  6.42561401, -1.4521362 ]]), adjusted_posthoc_pvalues=[3.273459829463263e-08, 3.273459829463263e-08])"
ENST00000322507.13,uORF,ATG,ATG,"[285, 297]",uORF,"[60.5295, 0.0, 0.0]","[312, 9504]",mORF,"[0.295266, 0.0, 0.0]","[array([[   69,     2,     0],
       [10201,   843,  1031]]), array([[   69,     2],
       [10201,  1874]])]",6.3374001783689025,ChiSquare,"ChiSquareResult(statistic=15.646592159012544, adjusted_pvalue=0.0009216118074167514, adjusted_bootstrap_pvalue=0.006941649899396379, adjusted_residuals=array([[ 2.95315395, -1.37518717, -2.57381212],
       [-2.95315395,  1.37518717,  2.57381212]]), adjusted_posthoc_pvalues=[0.007631367416207612, 0.007631367416207612])"
ENST00000322507.13,dORF,ATG,ATG,"[9565, 9595]",dORF,"[71.0, 0.0, 0.0]","[312, 9504]",mORF,"[0.295266, 0.0, 0.0]","[array([[   71,     0,     0],
       [10201,   843,  1031]]), array([[   71,     1],
       [10201,  1874]])]",13.042067686729144,ChiSquare,"ChiSquareResult(statistic=23.87213870924743, adjusted_pvalue=2.003276696765205e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.60960376, -2.30791158, -2.57381212],
       [-3.60960376,  2.30791158,  2.57381212]]), adjusted_posthoc_pvalues=[0.0009317433201312026, 0.0009317433201312026])"
ENST00000322776.11,uORF,ATG,ATG,"[28, 46]",uORF,"[243.0, 0.0, 3.0]","[69, 1464]",mORF,"[18.0, 2.0, 0.0]","[array([[ 403,    3,    7],
       [7257,  443,  696]]), array([[ 403,   10],
       [7257, 1139]])]",6.324452987607872,ChiSquare,"ChiSquareResult(statistic=61.55273221915626, adjusted_pvalue=2.929578645756375e-13, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 6.56549697, -4.11747304, -4.82827157],
       [-6.56549697,  4.11747304,  4.82827157]]), adjusted_posthoc_pvalues=[3.936537891970734e-10, 3.936537891970734e-10])"
ENST00000325577.8,dORF,ATG,ATG,"[236, 296]",dORF,"[273.0, 2.0, 3.0]","[202, 409]",mORF,"[22.0, 4.0, 5.0]","[array([[308,   7,  71],
       [435, 354, 258]]), array([[308,  78],
       [435, 612]])]",5.548729857215687,ChiSquare,"ChiSquareResult(statistic=249.36163929902722, adjusted_pvalue=2.819083044479997e-53, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 12.85437951, -12.37810073,  -2.49489457],
       [-12.85437951,  12.37810073,   2.49489457]]), adjusted_posthoc_pvalues=[2.4924455619550054e-36, 2.4924455619550054e-36])"
ENST00000325577.8,dORF,ATG,ATG,"[944, 959]",dORF,"[43.0, 0.0, 0.0]","[202, 409]",mORF,"[22.0, 4.0, 5.0]","[array([[ 43,   0,   0],
       [435, 354, 258]]), array([[ 43,   1],
       [435, 612]])]",60.36368245570531,ChiSquare,"ChiSquareResult(statistic=73.16233519837044, adjusted_pvalue=1.0395531754931023e-15, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 7.57069759, -4.64020171, -3.72582391],
       [-7.57069759,  4.64020171,  3.72582391]]), adjusted_posthoc_pvalues=[3.528174543011794e-13, 3.528174543011794e-13])"
ENST00000326044.9,uORF,ATG,ATG,"[42, 81]",uORF,"[0.0, 0.0, 0.0]","[195, 468]",mORF,"[0.0, 0.0, 0.0]","[array([[ 85,   0,   1],
       [113,  25,   9]]), array([[ 85,   1],
       [113,  34]])]",25.36967812452963,ChiSquare,"ChiSquareResult(statistic=29.833960897292854, adjusted_pvalue=1.1889252966312685e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 4.52876025, -4.04768638, -1.8025411 ],
       [-4.52876025,  4.04768638,  1.8025411 ]]), adjusted_posthoc_pvalues=[2.373230909311587e-05, 2.373230909311587e-05])"
ENST00000327423.11,oORF,ATG,ATG,"[744, 774]",oORF,"[178.0, 0.0, 0.0]","[191, 6647]",mORF,"[0.203042, 0.0, 0.0]","[array([[178,   0,   9],
       [677, 203, 172]]), array([[178,   9],
       [677, 375]])]",10.941692373672655,ChiSquare,"ChiSquareResult(statistic=105.14489711263737, adjusted_pvalue=1.7192431462437608e-22, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 8.40115964, -6.56926419, -4.11598877],
       [-8.40115964,  6.56926419,  4.11598877]]), adjusted_posthoc_pvalues=[5.058751539454491e-16, 5.058751539454491e-16])"
ENST00000327773.7,uORF,ATG,ATG,"[48, 54]",uORF,"[401.0, 2.0, 0.0]","[156, 2193]",mORF,"[0.0, 0.0, 0.0]","[array([[401,   2,   0],
       [576,  36,  36]]), array([[401,   2],
       [576,  72]])]",25.02224802580393,ChiSquare,"ChiSquareResult(statistic=60.78983805825884, adjusted_pvalue=4.240173280319485e-13, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 6.54020583, -4.27202097, -4.81487046],
       [-6.54020583,  4.27202097,  4.81487046]]), adjusted_posthoc_pvalues=[4.632744812495245e-10, 4.632744812495245e-10])"
ENST00000332499.4,uORF,ATG,ATG,"[154, 178]",uORF,"[179.0, 0.0, 0.0]","[716, 1796]",mORF,"[72.0, 0.0, 0.0]","[array([[ 211,    4,   12],
       [2734,  173,  415]]), array([[ 211,   16],
       [2734,  588]])]",2.835623411137666,ChiSquare,"ChiSquareResult(statistic=20.905891871009015, adjusted_pvalue=8.056453130980333e-05, adjusted_bootstrap_pvalue=0.0024390243902439024, adjusted_residuals=array([[ 4.13165895, -2.3072738 , -3.22877288],
       [-4.13165895,  2.3072738 ,  3.22877288]]), adjusted_posthoc_pvalues=[0.00013004008958649412, 0.00013004008958649412])"
ENST00000332707.10,uORF,ATG,ATG,"[413, 479]",uORF,"[1.0, 0.0, 1.0]","[487, 3376]",mORF,"[82.0, 0.0, 0.0]","[array([[ 290,    3,   10],
       [6838,  426,  465]]), array([[ 290,   13],
       [6838,  891]])]",2.9064576545688854,ChiSquare,"ChiSquareResult(statistic=22.659789409581837, adjusted_pvalue=3.545517452638668e-05, adjusted_bootstrap_pvalue=0.0024390243902439024, adjusted_residuals=array([[ 3.91039181, -3.43373512, -1.9660684 ],
       [-3.91039181,  3.43373512,  1.9660684 ]]), adjusted_posthoc_pvalues=[0.0003139807567092241, 0.0003139807567092241])"
ENST00000333676.8,uORF,ATG,ATG,"[60, 84]",uORF,"[472.0, 37.0, 12.0]","[135, 732]",mORF,"[13.0, 0.0, 0.0]","[array([[ 612,   44,   15],
       [5866,  147,  428]]), array([[ 612,   59],
       [5866,  575]])]",1.0167734239276587,ChiSquare,"ChiSquareResult(statistic=55.31222931518633, adjusted_pvalue=5.841153577134845e-12, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 0.11621706,  6.51900424, -4.49766509],
       [-0.11621706, -6.51900424,  4.49766509]]), adjusted_posthoc_pvalues=[0.9322041906073475, 0.9322041906073475])"
ENST00000334464.7,uORF,ATG,ATG,"[132, 159]",uORF,"[154.0, 5.0, 0.0]","[213, 3678]",mORF,"[0.0, 0.0, 0.0]","[array([[157,   5,   0],
       [961,  62, 138]]), array([[157,   5],
       [961, 200]])]",6.529440760410557,ChiSquare,"ChiSquareResult(statistic=40.91068320997999, adjusted_pvalue=6.025391991692242e-09, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 4.65916904, -1.22556825, -4.63662196],
       [-4.65916904,  1.22556825,  4.63662196]]), adjusted_posthoc_pvalues=[1.313351335415107e-05, 1.313351335415107e-05])"
ENST00000334494.8,uORF,ATG,ATG,"[125, 134]",uORF,"[44.1889, 0.0, 0.0]","[167, 1022]",mORF,"[195.168, 1.8412, 1.8412]","[array([[ 44,   0,   0],
       [623,  68,  31]]), array([[ 44,   1],
       [623, 100]])]",7.053204121935493,ChiSquare,"ChiSquareResult(statistic=12.569824629071071, adjusted_pvalue=0.003721967867695637, adjusted_bootstrap_pvalue=0.03333333333333333, adjusted_residuals=array([[ 2.632248  , -2.13254827, -1.4031668 ],
       [-2.632248  ,  2.13254827,  1.4031668 ]]), adjusted_posthoc_pvalues=[0.018352814608447354, 0.018352814608447354])"
ENST00000334512.10,uORF,ATG,ATG,"[515, 530]",uORF,"[101.0, 0.0, 0.0]","[641, 3845]",mORF,"[102.0, 0.0, 0.0]","[array([[ 104,    0,    0],
       [1770,  212,  190]]), array([[ 104,    1],
       [1770,  402]])]",23.607725651133304,ChiSquare,"ChiSquareResult(statistic=41.47878539447889, adjusted_pvalue=4.5629147318058805e-09, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 4.83505169, -3.34569211, -3.15059469],
       [-4.83505169,  3.34569211,  3.15059469]]), adjusted_posthoc_pvalues=[5.7548006932e-06, 5.7548006932e-06])"
ENST00000335725.9,uORF,ATG,ATG,"[227, 266]",uORF,"[1.0, 0.0, 0.0]","[274, 2101]",mORF,"[0.0, 0.0, 0.0]","[array([[ 64,   0,   0],
       [615,  60,  69]]), array([[ 64,   1],
       [615, 129]])]",13.40470893747841,ChiSquare,"ChiSquareResult(statistic=23.287124905495162, adjusted_pvalue=2.6452600626911258e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.63386817, -2.3612068 , -2.54748436],
       [-3.63386817,  2.3612068 ,  2.54748436]]), adjusted_posthoc_pvalues=[0.0008608152718805576, 0.0008608152718805576])"
ENST00000335999.7,uORF,ATG,ATG,"[41, 101]",uORF,"[154.0, 0.0, 0.0]","[190, 4195]",mORF,"[0.0, 0.0, 0.0]","[array([[164,   2,   1],
       [579,  63,   6]]), array([[164,   3],
       [579,  70]])]",6.600022864744406,ChiSquare,"ChiSquareResult(statistic=18.67007437323981, adjusted_pvalue=0.00022620090043510936, adjusted_bootstrap_pvalue=0.004732510288065843, adjusted_residuals=array([[ 3.59412009, -3.62586918, -0.40849019],
       [-3.59412009,  3.62586918,  0.40849019]]), adjusted_posthoc_pvalues=[0.000982449210899427, 0.000982449210899427])"
ENST00000336032.4,uORF,ATG,ATG,"[26, 56]",uORF,"[2.0, 0.0, 0.0]","[144, 1128]",mORF,"[461.0, 142.0, 0.0]","[array([[ 628,    8,   17],
       [2604,  376,  218]]), array([[ 628,   25],
       [2604,  594]])]",5.7284744711792035,ChiSquare,"ChiSquareResult(statistic=123.20081305427408, adjusted_pvalue=2.4485169243564308e-26, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 9.34899142, -8.18578861, -4.09888981],
       [-9.34899142,  8.18578861,  4.09888981]]), adjusted_posthoc_pvalues=[1.2563035559732069e-19, 1.2563035559732069e-19])"
ENST00000336308.10,uORF,ATG,ATG,"[79, 100]",uORF,"[24.0, 0.0, 0.0]","[139, 1477]",mORF,"[0.0, 0.0, 0.0]","[array([[260,   0,   3],
       [538,  61,  82]]), array([[260,   3],
       [538, 143]])]",22.996544300655,ChiSquare,"ChiSquareResult(statistic=83.68117378844572, adjusted_pvalue=6.187126535978933e-18, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 7.56470014, -5.01851101, -5.2453573 ],
       [-7.56470014,  5.01851101,  5.2453573 ]]), adjusted_posthoc_pvalues=[3.679624697197437e-13, 3.679624697197437e-13])"
ENST00000336854.9,uORF,ATG,ATG,"[350, 365]",uORF,"[87.0, 3.0, 0.0]","[471, 1128]",mORF,"[31.0, 7.0, 16.0]","[array([[ 120,    3,    0],
       [1274,   69,  126]]), array([[ 120,    3],
       [1274,  195]])]",6.118595345051765,ChiSquare,"ChiSquareResult(statistic=23.25295796460912, adjusted_pvalue=2.6873164552924504e-05, adjusted_bootstrap_pvalue=0.0024390243902439024, adjusted_residuals=array([[ 3.49794052, -1.15765779, -3.38478803],
       [-3.49794052,  1.15765779,  3.38478803]]), adjusted_posthoc_pvalues=[0.001373746602347019, 0.001373746602347019])"
ENST00000337198.10,dORF,ATG,ATG,"[985, 991]",dORF,"[0.0, 2.0, 0.0]","[590, 1937]",mORF,"[45.0, 2.0, 0.0]","[array([[  59,    4,    0],
       [1141,   36,  121]]), array([[  59,    4],
       [1141,  157]])]",2.0287568956705972,ChiSquare,"ChiSquareResult(statistic=13.678861421567946, adjusted_pvalue=0.002240800158532173, adjusted_bootstrap_pvalue=0.024360105913503974, adjusted_residuals=array([[ 1.37918754,  1.64103334, -2.5388897 ],
       [-1.37918754, -1.64103334,  2.5388897 ]]), adjusted_posthoc_pvalues=[0.23428908204490423, 0.23428908204490423])"
ENST00000337451.8,uORF,ATG,ATG,"[82, 196]",uORF,"[288.0, 0.0, 0.0]","[607, 1690]",mORF,"[49.0, 0.0, 0.0]","[array([[ 953,   31,   90],
       [1584,  136,  159]]), array([[ 953,  121],
       [1584,  295]])]",1.466629080711744,ChiSquare,"ChiSquareResult(statistic=26.976327953307855, adjusted_pvalue=4.5976211237648906e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.33151356, -4.92477175, -0.0772011 ],
       [-3.33151356,  4.92477175,  0.0772011 ]]), adjusted_posthoc_pvalues=[0.0024138847100522148, 0.0024138847100522148])"
ENST00000337768.10,uORF,ATG,ATG,"[325, 340]",uORF,"[499.0, 0.0, 0.0]","[375, 1620]",mORF,"[84.0, 0.0, 82.0]","[array([[563,   7,   0],
       [835,  58, 160]]), array([[563,   7],
       [835, 218]])]",20.975395299524017,ChiSquare,"ChiSquareResult(statistic=174.82038612660625, adjusted_pvalue=2.369504082311353e-37, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 10.83768303,  -4.19772941,  -9.80212712],
       [-10.83768303,   4.19772941,   9.80212712]]), adjusted_posthoc_pvalues=[4.6035661413319674e-26, 4.6035661413319674e-26])"
ENST00000338785.8,uORF,ATG,ATG,"[224, 233]",uORF,"[364.0, 2.0, 0.0]","[249, 2004]",mORF,"[1.0, 0.0, 0.0]","[array([[381,   2,  11],
       [439,  41,  56]]), array([[381,  13],
       [439,  97]])]",6.46533154275713,ChiSquare,"ChiSquareResult(statistic=58.81804615010399, adjusted_pvalue=1.0795652473521683e-12, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 6.90490522, -5.12476396, -4.46194764],
       [-6.90490522,  5.12476396,  4.46194764]]), adjusted_posthoc_pvalues=[4.156295137753453e-11, 4.156295137753453e-11])"
ENST00000338983.7,uORF,ATG,ATG,"[31, 46]",uORF,"[460.0, 16.0, 38.0]","[195, 1563]",mORF,"[194.0, 7.0, 2.0]","[array([[ 468,   18,   38],
       [3568,  321,  331]]), array([[ 468,   56],
       [3568,  652]])]",1.5270250907552279,ChiSquare,"ChiSquareResult(statistic=15.186466280578351, adjusted_pvalue=0.001127289517879832, adjusted_bootstrap_pvalue=0.009037328094302554, adjusted_residuals=array([[ 2.88603837, -3.49635718, -0.47696751],
       [-2.88603837,  3.49635718,  0.47696751]]), adjusted_posthoc_pvalues=[0.009288680651966412, 0.009288680651966412])"
ENST00000341068.8,uORF,ATG,ATG,"[24, 42]",uORF,"[142.0, 0.0, 0.0]","[276, 6111]",mORF,"[6.36324, 0.181807, 0.545421]","[array([[ 410,   25,    0],
       [2973,  502,  183]]), array([[ 410,   25],
       [2973,  685]])]",3.7778297585548546,ChiSquare,"ChiSquareResult(statistic=72.42705469049957, adjusted_pvalue=1.4657010848944531e-15, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 6.75844604, -4.69557173, -4.77288331],
       [-6.75844604,  4.69557173,  4.77288331]]), adjusted_posthoc_pvalues=[1.0986404794594e-10, 1.0986404794594e-10])"
ENST00000341068.8,uORF,ATG,ATG,"[257, 293]",uORF,"[93.0, 0.0, 11.272]","[276, 6111]",mORF,"[6.36324, 0.181807, 0.545421]","[array([[ 105,    8,   13],
       [2973,  502,  183]]), array([[ 105,   21],
       [2973,  685]])]",1.1519936659664316,ChiSquare,"ChiSquareResult(statistic=11.339227444878535, adjusted_pvalue=0.006523975281754031, adjusted_bootstrap_pvalue=0.040216486261448796, adjusted_residuals=array([[ 0.58343101, -2.38325013,  2.6467283 ],
       [-0.58343101,  2.38325013, -2.6467283 ]]), adjusted_posthoc_pvalues=[0.6406606889377908, 0.6406606889377908])"
ENST00000341223.8,dORF,ATG,ATG,"[643, 709]",dORF,"[0.0, 0.0, 0.0]","[141, 642]",mORF,"[0.0, 0.0, 0.0]","[array([[  89,    0,    0],
       [3837,  266,  186]]), array([[  89,    1],
       [3837,  452]])]",10.481794676534498,ChiSquare,"ChiSquareResult(statistic=19.60815683670402, adjusted_pvalue=0.0001471837565153698, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.23406637, -2.42420378, -2.00770867],
       [-3.23406637,  2.42420378,  2.00770867]]), adjusted_posthoc_pvalues=[0.003256316793269939, 0.003256316793269939])"
ENST00000341567.8,uORF,ATG,ATG,"[115, 160]",uORF,"[4.0, 6.0, 0.0]","[255, 1200]",mORF,"[59.0, 0.0, 0.0]","[array([[ 541,    6,    0],
       [4020,  166,  291]]), array([[ 541,    6],
       [4020,  457]])]",10.248047308825962,ChiSquare,"ChiSquareResult(statistic=84.25839178480184, adjusted_pvalue=4.685962967431305e-18, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 6.95424097, -3.17019238, -6.1433205 ],
       [-6.95424097,  3.17019238,  6.1433205 ]]), adjusted_posthoc_pvalues=[2.9973167135435995e-11, 2.9973167135435995e-11])"
ENST00000342203.8,uORF,ATG,ATG,"[94, 106]",uORF,"[90.0, 0.0, 0.0]","[180, 2025]",mORF,"[0.0, 0.0, 0.0]","[array([[ 91,   0,   0],
       [975,  25, 137]]), array([[ 91,   1],
       [975, 162]])]",15.10578975488447,ChiSquare,"ChiSquareResult(statistic=26.830947356109725, adjusted_pvalue=4.930062283240964e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.86472461, -1.42914679, -3.51307608],
       [-3.86472461,  1.42914679,  3.51307608]]), adjusted_posthoc_pvalues=[0.00037233421037113896, 0.00037233421037113896])"
ENST00000342374.5,uORF,ATG,ATG,"[32, 77]",uORF,"[9.0, 0.0, 0.0]","[119, 1541]",mORF,"[97.0, 8.0, 0.0]","[array([[ 226,    0,    9],
       [3401,  104,  351]]), array([[ 226,    9],
       [3401,  456]])]",3.3661978335680836,ChiSquare,"ChiSquareResult(statistic=22.633685005117975, adjusted_pvalue=3.582898875429771e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.74061512, -2.55019688, -2.77015236],
       [-3.74061512,  2.55019688,  2.77015236]]), adjusted_posthoc_pvalues=[0.0005896815787751653, 0.0005896815787751653])"
ENST00000343090.11,uORF,ATG,ATG,"[31, 82]",uORF,"[198.0, 0.0, 0.0]","[713, 4622]",mORF,"[4.0, 0.0, 1.0]","[array([[ 198,    0,    0],
       [4364,  132,  413]]), array([[ 198,    1],
       [4364,  545]])]",24.72191691262722,ChiSquare,"ChiSquareResult(statistic=45.6320030403335, adjusted_pvalue=6.221562009644968e-10, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 4.96066179, -2.33781118, -4.25718469],
       [-4.96066179,  2.33781118,  4.25718469]]), adjusted_posthoc_pvalues=[3.1559152772411994e-06, 3.1559152772411994e-06])"
ENST00000343090.11,uORF,ATG,ATG,"[580, 592]",uORF,"[103.0, 0.0, 0.0]","[713, 4622]",mORF,"[4.0, 0.0, 1.0]","[array([[ 107,    0,    0],
       [4364,  132,  413]]), array([[ 107,    1],
       [4364,  545]])]",13.359940251321685,ChiSquare,"ChiSquareResult(statistic=24.896930290555733, adjusted_pvalue=1.2379428247094341e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 3.65064878, -1.7189897 , -3.13204992],
       [-3.65064878,  1.7189897 ,  3.13204992]]), adjusted_posthoc_pvalues=[0.0008156441297239601, 0.0008156441297239601])"
ENST00000343411.8,uORF,ATG,ATG,"[132, 192]",uORF,"[44.0, 8.0, 0.0]","[532, 3691]",mORF,"[10.0, 1.0, 0.0]","[array([[119,  11,   1],
       [907,  50, 131]]), array([[119,  12],
       [907, 181]])]",1.9780458924152846,ChiSquare,"ChiSquareResult(statistic=26.120182240775694, adjusted_pvalue=6.904879343776636e-06, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 2.2143837 ,  1.88526134, -3.92416233],
       [-2.2143837 , -1.88526134,  3.92416233]]), adjusted_posthoc_pvalues=[0.04917337852920019, 0.04917337852920019])"
ENST00000343411.8,uORF,ATG,ATG,"[264, 300]",uORF,"[58.0, 0.0, 3.0]","[532, 3691]",mORF,"[10.0, 1.0, 0.0]","[array([[109,   9,   4],
       [907,  50, 131]]), array([[109,  13],
       [907, 181]])]",1.6726097667460598,ChiSquare,"ChiSquareResult(statistic=12.155742818620865, adjusted_pvalue=0.004500017571075014, adjusted_bootstrap_pvalue=0.03333333333333333, adjusted_residuals=array([[ 1.70711075,  1.35268398, -2.91478765],
       [-1.70711075, -1.35268398,  2.91478765]]), adjusted_posthoc_pvalues=[0.13681800721360973, 0.13681800721360973])"
ENST00000343411.8,uORF,ATG,ATG,"[418, 430]",uORF,"[68.0, 0.0, 0.0]","[532, 3691]",mORF,"[10.0, 1.0, 0.0]","[array([[ 69,   0,   0],
       [907,  50, 131]]), array([[ 69,   1],
       [907, 181]])]",13.755795797582683,ChiSquare,"ChiSquareResult(statistic=24.274982489457095, adjusted_pvalue=1.6576527197424017e-05, adjusted_bootstrap_pvalue=0.0024390243902439024, adjusted_residuals=array([[ 3.68885136, -1.82048862, -3.06082672],
       [-3.68885136,  1.82048862,  3.06082672]]), adjusted_posthoc_pvalues=[0.0007136614021382129, 0.0007136614021382129])"
ENST00000344861.9,uORF,ATG,ATG,"[129, 147]",uORF,"[58.0, 0.0, 0.0]","[340, 1378]",mORF,"[4.0, 0.0, 0.0]","[array([[ 74,   0,   8],
       [779, 103,  27]]), array([[ 74,   8],
       [779, 130]])]",1.5430544298544222,ChiSquare,"ChiSquareResult(statistic=24.877815637699037, adjusted_pvalue=1.2481188701081912e-05, adjusted_bootstrap_pvalue=0.0, adjusted_residuals=array([[ 1.13861605, -3.22013398,  3.18833404],
       [-1.13861605,  3.22013398, -3.18833404]]), adjusted_posthoc_pvalues=[0.33005949282537433, 0.33005949282537433])"
